conversation_id,customer_tweet_id,brand_tweet_id,timestamp,customer_message,brand_response,conversation_history,conversation_turns,is_multi_brand_candidate
211240,211245,211246,2017-10-07T15:46:28+00:00,"@AppleSupport Have updated iOS 11.0.2 in my 5S, 6S and 8. On 8 it works good but 5S is still worst and 6S is worse.",@166039  Go to Settings &gt; General &gt; Storage &amp; iCloud Usage &gt; Manage Storage under the top section.  What's it show for available? DM us. https://t.co/GDrqU22YpT,"customer: @AppleSupport Just got news that 2 incidents reported that iPhone 8 plus battery burst while charging. Is it true ?
customer: @AppleSupport @AppleSupport  I m really happy to know that apple has no time to revert to customer query 👍🏽
brand: @166039 We're happy to assist. Which iOS 11 version are you currently running? Go to Settings &gt; General &gt; About for the version.
customer: @AppleSupport M using iOS 11.0.1 ( 15A403) on my iPhone 5S and iPhone 8. On 5S performance is worst. On 8 lot of issues of slow ness
brand: @166039 Thank you for that information.  Please go ahead and update to our latest iOS 11.0.2, and let us know if the issue persists.
customer: @AppleSupport Have updated iOS 11.0.2 in my 5S, 6S and 8. On 8 it works good but 5S is still worst and 6S is worse.",7,0
215804,215808,215807,2017-10-04T21:14:28+00:00,@AppleSupport I’m going to freak out with this new update. What did you do to my phone!!!!,@167320 We'd like to help. Tell us more about the issue you're having and we'll go from there.,customer: @AppleSupport I’m going to freak out with this new update. What did you do to my phone!!!!,4,0
215804,215806,215805,2017-10-04T21:45:32+00:00,@AppleSupport So every time I go for a walk my cellular data stays off and I keep manually have to turn it on since the update I’ve never had to do this,@167320 DM us and we can work from there. https://t.co/GDrqU22YpT,"customer: @AppleSupport I’m going to freak out with this new update. What did you do to my phone!!!!
brand: @167320 We'd like to help. Tell us more about the issue you're having and we'll go from there.
customer: @AppleSupport So every time I go for a walk my cellular data stays off and I keep manually have to turn it on since the update I’ve never had to do this",4,0
228455,228458,228456,2017-11-15T13:35:01+00:00,"@AppleSupport I need to get my 6s repaired-it qualifies for the unexpected shutdown defect/recall. At a Apple retail store, do they just replace the battery or whole phone for a different one? Thanks! JZ",@170455 We’re glad you reached out. If your iPhone is eligible for the program we will just replace the battery. Check out this link for more information: https://t.co/aPWqZMycUP Be sure to set up an appointment and back up your iPhone before visiting the Apple Store.,"customer: @AppleSupport I need to get my 6s repaired-it qualifies for the unexpected shutdown defect/recall. At a Apple retail store, do they just replace the battery or whole phone for a different one? Thanks! JZ",3,0
234411,234413,234412,2017-10-05T12:45:01+00:00,@AppleSupport Also why does my phone keep dying while its charging um.,@171810 We can help get your iPhone charging again. Let's pair up in DM to get started. https://t.co/GDrqU22YpT,"customer: I was on FT with ajah and i was talking for five minutes thinking she was being a good listener but my phone died smh
customer: @AppleSupport Also why does my phone keep dying while its charging um.",3,0
234617,234619,234618,2017-10-05T13:12:00+00:00,"@115858 @AppleSupport The multi-touch screen zoom feature is jacked up, please fix it! Half-screen and off centered control. #IOS11 #IOS1102 https://t.co/70Whgvmo8s",@171863 We can assist you. Please DM us via the following link and we'll assist you further from there. https://t.co/GDrqU2kzhr,"customer: @115858 @AppleSupport The multi-touch screen zoom feature is jacked up, please fix it! Half-screen and off centered control. #IOS11 #IOS1102 https://t.co/70Whgvmo8s",2,0
235030,235033,235031,2017-10-05T13:16:02+00:00,Dear @AppleSupport is it really so difficult to add basic management who is connected to my Personal Hot Spot in iOS? IMO it’s must-have https://t.co/pzrbXlyBHz,@171975 We value customer feedback. Let us know more details about the changes you'd like to see here: https://t.co/eTPVYVFyd8,customer: Dear @AppleSupport is it really so difficult to add basic management who is connected to my Personal Hot Spot in iOS? IMO it’s must-have https://t.co/pzrbXlyBHz,4,0
235030,235032,235034,2017-10-05T13:31:00+00:00,"@AppleSupport Nice, but…where I could write it? There is no option for iOS…only apps or hardware, no option for OSes…🙂","@171975 You can leave it here: https://t.co/J46COPJzUo As for Feedback type, we recommend ""Enhancement Request"".","customer: Dear @AppleSupport is it really so difficult to add basic management who is connected to my Personal Hot Spot in iOS? IMO it’s must-have https://t.co/pzrbXlyBHz
brand: @171975 We value customer feedback. Let us know more details about the changes you'd like to see here: https://t.co/eTPVYVFyd8
customer: @AppleSupport Nice, but…where I could write it? There is no option for iOS…only apps or hardware, no option for OSes…🙂",4,0
243339,243342,243340,2017-10-05T14:28:26+00:00,@AppleSupport wtf did updating do to texting?!?!? #nothappy 😤,@173792 Are you experiencing issues with sending and receiving text messages? Let us know more details so we can help.,customer: @AppleSupport wtf did updating do to texting?!?!? #nothappy 😤,5,0
243339,243343,243344,2017-10-06T14:58:32+00:00,@AppleSupport I was unable to toggle between texts. Couldn’t get out. But it seems ok now.,"@173792 Perfect. Reach back out if this issue, or anything else comes up that you need our help with.","customer: @AppleSupport wtf did updating do to texting?!?!? #nothappy 😤
brand: @173792 Are you experiencing issues with sending and receiving text messages? Let us know more details so we can help.
customer: @AppleSupport Actually 11.2 (?) updated this morning and I think it’s fixed!
customer: @AppleSupport I was unable to toggle between texts. Couldn’t get out. But it seems ok now.",5,0
244169,244171,244170,2017-10-05T14:50:00+00:00,"Quero expressar toda a minha indignação sobre o #IOS11, bateria posso dizer que não tenho mais. Valeu @AppleSupport @115858 😩","@173993  Since our Twitter support is available in English, get help at https://t.co/IBIY3vMgPj or join https://t.co/pvaOFfPbjt","customer: Quero expressar toda a minha indignação sobre o #IOS11, bateria posso dizer que não tenho mais. Valeu @AppleSupport @115858 😩",2,0
245948,245950,245949,2017-10-05T15:27:30+00:00,"@AppleSupport lol, nice one: https://t.co/xfxH66tRWa",@174415 Hey there. The iCloud webpage requires Safari 7 or later. You can check out any other requirements here: https://t.co/Nu2VI9mNFD,"customer: @AppleSupport lol, nice one: https://t.co/xfxH66tRWa",2,0
246489,246491,246490,2017-10-05T15:43:00+00:00,My phone started lagging as soon as i updated it 😡😡😡 i see what ur doing @115858,@174545 We're here to help. DM us what country or region you're located in. https://t.co/GDrqU22YpT,customer: My phone started lagging as soon as i updated it 😡😡😡 i see what ur doing @115858,2,0
247631,247633,247632,2017-10-05T16:01:56+00:00,"@AppleSupport in iOS 11.0.2 the status bar disappear all the icons (signal, baterry) are black https://t.co/qsP9PeL1Qy",@174838 Let's look into this! Send us a DM so we can see why this is happening. https://t.co/GDrqU22YpT,"customer: @AppleSupport in iOS 11.0.2 the status bar disappear all the icons (signal, baterry) are black https://t.co/qsP9PeL1Qy",2,0
254095,254097,254096,2017-10-05T18:05:37+00:00,My phone is lagging after updating to os 11 @AppleSupport,"@176399 We’ve got your back! We’ve released a recent update, let us know if you see it available: https://t.co/80YRnjVguS",customer: My phone is lagging after updating to os 11 @AppleSupport,2,0
254701,254704,254702,2017-10-05T18:17:29+00:00,"@AppleSupport hi guys I’ve been trying to add a picture to my signature on the iPhone and it won’t show properly, do u know how I can do it? https://t.co/4U4gqOuB1Y",@176537 Hi. Currently this is not supported on iOS. Feel free to submit feedback here:  https://t.co/eTPVYVX94G,"customer: @AppleSupport hi guys I’ve been trying to add a picture to my signature on the iPhone and it won’t show properly, do u know how I can do it? https://t.co/4U4gqOuB1Y",3,0
260439,260443,260440,2017-10-05T21:09:00+00:00,ios 11 made my phone so fucking bad. Thanks for killing my phone @115858,@177973 We'd like to take a look at this with you. Which device are you using?,customer: ios 11 made my phone so fucking bad. Thanks for killing my phone @115858,10,0
260439,260442,260445,2017-10-05T22:19:33+00:00,"@AppleSupport I have iphone 6+, after updating it gets empty so fast and doesn't work fluent anymore...Is there a possibility to change for a new one?","@177973 Hey there! We'd be happy to look into this. When you say your iPhone gets empty quickly, are you referring to the battery?","customer: ios 11 made my phone so fucking bad. Thanks for killing my phone @115858
brand: @177973 We'd like to take a look at this with you. Which device are you using?
customer: @AppleSupport I have iphone 6+, after updating it gets empty so fast and doesn't work fluent anymore...Is there a possibility to change for a new one?
customer: @AppleSupport it also kicks me out of the apps and the screen is freezing!
customer: @AppleSupport Freezing a lot of times.",10,0
260439,260446,260447,2017-10-06T13:37:31+00:00,@AppleSupport yes the battery,"@177973 Thanks for that info. Are you running iOS 11.0, iOS 11.0.2 or the beta of iOS 11.1","customer: ios 11 made my phone so fucking bad. Thanks for killing my phone @115858
brand: @177973 We'd like to take a look at this with you. Which device are you using?
customer: @AppleSupport I have iphone 6+, after updating it gets empty so fast and doesn't work fluent anymore...Is there a possibility to change for a new one?
customer: @AppleSupport it also kicks me out of the apps and the screen is freezing!
customer: @AppleSupport Freezing a lot of times.
brand: @177973 Hey there! We'd be happy to look into this. When you say your iPhone gets empty quickly, are you referring to the battery?
customer: @AppleSupport yes the battery",10,0
